text,score
"This is one of those movies that is so bad it is awesome!!! It has everything an early eighties movie needs: Flared pants, Big Moustaches, Chicks with Farrah Hair, and most importantly, NINJAS!!!! I have a few choice moments to recant for you. Cole's army buddy has a strange monkey-like face and always seems to speak without moving his jaw. He gets his ass handed to him about every other scene by the thugs wanting his land so he gets drunk through the entire film. At one point his farm workers finally return after being run off by the gangster guy's hired goons and Frank, I think his name is Frank, is so moved he shouts to the whole group ""Lets Have A Cock Fight!!"" and they all gleefully move to the cock fighting area of the farm to begin the festivities. This is funny on every level possible. Whether you take it dirty or literally it still warms my heart. Another funny thing is Sho Kosugi's little grunts and over animated ninja style movements. I remember this dude from when I was a kid and he used to say he was the world's only real ninja (he had ads in martial arts magazines) if I remember correctly. My friends and I were a little ninja crazy during the time this movie came out and I can recall seeing it in the local theater many times. I was wondering as I watched this on Starz last night why every sleazy American gangster type always has a stronghold in the Phillipines and wears a white Steve Martin suit. As a matter of fact this guy goes way beyond that in requiring all of his thugs to wear white Steve Martin suits. There is a scene where it looks like 20 Steve Martin impersonators are attacking a 1970's Sears underwear model (Cole). As we wind up for the final battle Cole very clumsily breaks into the bad guy's headquarters and is immediately spotted by a secretary who in turn alerts a guard who fires off a round from his pump action shotgun not 30 feet from the bad guys and no one seems to notice or care. Cole, Wearing a completely white ninja outfit, proceeds to sneakily ascend a staircase then does a flip right into the area where all the bad guys are. The second in charge tells him he didn't need to kill everybody as they were expecting him, then gives him a ride to the bad guys huge Cock Fighting arena. Don't ask me why Cock Fighting is a huge part of this movie but it is. When they arrive Cole is still wearing his ninja mask even though everyone involved knows what he looks like without it. The final battle is approaching as Cole has killed everybody and now Sho, as I like to call him, reveals himself to have kidnapped Cole's lady aka Frank's wife, and they meet in the snazziest cockfighting arena you ever saw. Sho then, very politely I might add, releases said lady and the battle is about to start. They do their bowing and start circling each other, both masked by the way. When they join in battle it appears Cole becomes someone else intermittently ala ""Finishing The Game"" a funny spoof on completing Bruce Lee's ""Game of Death"". Cole eventually comes out on top, Kills Sho, who dies with honor by being decapitated and all is well. Next we see Cole, after ruining everyone's life is about to split town again but not before foreshadowing the brutal death of a fat guy with a hook hand and then he inexplicably winks at the camera, freeze frame, credits, done.",0
"As a fan of the old Doctor Who, and after the mediocre Fox movie, I was dubious of this new series of Doctor Who. I gave it a chance though, and am so glad I did.<br /><br />Yes, some episodes aren't as brilliant as others, but they are all enjoyable, and yes, Eccleston's Doctor is far from any we've had before but... Eccleston's Doctor is just about the best there is. His performance is at times comical, at others dramatic, sometimes completely crazy but always fantastic.<br /><br />This, and Bille Piper as Rose make this series a cut above the rest (Camille Coduri is also fantastic as Rose's mum), and there is a depth to this series not present previously. This series is incredibly powerful, especially considering its Sci-Fi. I mean who'd have thought you could ever have felt sorry or even cried for a Dalek prior to this, how many times in this series' history have we had moments like those with Rose's dad, the Emergency Doctor and the 'You were fantastic...so was I' final speech? I advise anyone, whether a fan of Doctor Who or even TV drama to buy this set on DVD, it truly is ""Fantastic!"".<br /><br />Now only 4 episodes through the latest series (and looking forward to the new Cybermen) I have to say that David Tennant's Doctor is just not as good, of course you may disagree, but I don't think his Doctor is capable of those emotional moments seen in the previous series. I also have to say that in my opinion so far this series has not been as good as the last, however the return of Sarah Jane & K9 was a fantastic episode, a true gem. Not to say this series is not good, just not quite AS good.<br /><br />So whether you like it or not, and whether you prefer Tennant or Eccleston, The Doctor is back, and he's here to stay. ""Fantastic!"" - Almost as many ""Fantastic!""'s as The Doctor! -",1
"Why such a generic title? Santa Claus??? So bland and unpredictable. Movies before that tried to cash in on the holiday spirit, most notably 'Santa Claus Conquers the Martians', at least was entertaining to watch because of the campiness to it, and all the stock footage being used... for some reason, that seemed happy to me. But this movie just screws Christmas in the butt, and screws the joy of all the kids. Santa lives in space? His enemy is a devil named Pitch? Santa gets help from Merlin the Magician? How random is this!? Well, since it was made in Mexico then some of you might understand the way of how the film was made. I had to admit some of the effects were just wacky for the time. It was a all-out cluster of madness! Though, despite all the troubles with the movie, it still feels like a Christmas movie. Good conquers evil, and Christmas still plays a part of our hearts of every good girl or boy in the world, or possibly universe, thanks to Santa Claus Conquers the Martians.. apparently. So, I think you should give it a try, even if it is one of the worst holiday movies of all time... though it should put a smile on your face any day.",0
If you're looking for a Hollywood action packed kid-flick with the common bad language and violence this may not be the film to sit down for. If you're on the other hand interested in watching a film with youre children that has actually some values like showing the importance of friendship and truth this is the film to watch. Looking at the program guide this is obviously what millions of other viewers have found. Not many low-budget independent films have ever been aired as much as Mr. Atlas. The film is actually very funny as well as warm hearted and shows some beautiful locations masterfully captured by the sharp eye of the obvious brilliant cinematographer Suki Medencevic. Also if you're interested in looking at a muscular fellow with good looks the ladies can get an eye full. Let's support those who make good childrens film buy buying their videos and watching their products on TV. Enjoy,1
"Long trailer? whoever said that has got to be joking. this has got to be one of the most in depth behind the scenes or making of documentary ever made. how can it be a trailer when several minutes are spent telling the audience how the movie was conceptualized and then brought to the studios? this documentary also spends lots and lots of time detailing how stunts were done and the new technologies created to achieve them. then it shows us how woo ping's team came up with the fight scenes along with blocking tapes that pretty much put to shame the actual scenes with the actors. there is stuff mentioned about matrix reloaded, but there's hardly anything really. if you are a real fan of the matrix, you have to see this documentary. the original documentary in the dvd is good, but incomplete compared to this one. for instance, it never explained why keanu wore a neck brace in the original documentary, but that is explained in Revisited. the Revisited dvd also shows carrie ann moss spraining her ankle during the lobby scene and being really distraught because she feels like she's letting the crew down. and that's just the tip of the iceberg. so ignore that ""just a long trailer"" review and go check it out for yourself. you won't regret it. casual matrix fans need not apply...",1
Indian cinema typifies cops of two broad categories: they are either the honest type or the bad guys. The honest guys always shout at the top of their voice and fight the system while the bad cops enjoy for most part but suffer at the end.<br /><br />This movie at least breaks this usual formula and gives a refreshing view of cops and their lives. The direction takes an inside look at the life of a young ambitious cop who. The music is interesting and the editing is a trend setter as far as Indian cinema goes.<br /><br />The movie is slow at times and the dilemma which Anbu faces when it comes to Maya is overplayed at times. But I would still give this one 9/10 simply because it has many firsts to its credit.,1
"What is it now-a-days that minority comedians feel its okay to slander their minority and expect to get away with it? <br /><br />Carlos Mencia is no George Lopez. There IS a difference. When watching comedian Carlos Mencia, I think he hates his own people. And more than that, I think he was forced to pattern his show as the ""Hispanic/Latino/Spanish"" version of the Dave Chappelle show. What a horrible mistake. (Note to Mencia: Please do not do a ""Block Party"" movie. As much as I would like to see Santana, Tierra, El Chicano, Christina Agullaria, Jennifer Lopez, Shakira and the reunion of the cast of ""Xica da Silva"" on one stage, don't.) <br /><br />Carlos Mencia likes to use the word ""beaners"" as much as Dave Chappelle liked using the ""n"" word. Neither is funny and neither is acceptable, even if it's from 'their own people'. Carols Mencia also likes to say, ""If you're offended, too bad"". It's not the offense, it's the defense because of what is being said and asked to be accepted.<br /><br />Carols Mencia goes further - he disrespects everyone for what he assumes is comedy. It's not comedy, it's not funny. There is a finesse to being able to look at yourself and make others laugh out of comedy and not laugh out of enforcing stereotypes that other races believed in the beginning.<br /><br />Mind of Mencia needs polishing because Carlos Mencia needs polishing. Find out what is funny and not what will set more prejudices in motion and then - do it. Until then, the show, Mind of Mencia is a pass.",0
"This movie was working toward two goals: to make a political point and to tell a scary adventure story. It's often difficult to do make a political point and still tell a good story (consider the highly political but rarely-entertaining final season of Ellen). Beyond Rangoon finds a good balance between politics and storytelling.<br /><br />I already knew that Aung San Suu Kyi had won the 1991 Nobel Peace Prize, and knew something about the oppressive political situation in Burma, so the political message of the movie was mostly a dramatization of what I already knew. But I thought the movie did a good job of telling about Aung San Suu Kyi and the mostly-faceless dictators who have for years tried to silence her. The device of presenting an unfamiliar setting through the eyes of a character that viewers can identify with is fairly common, but it's quite well done in this movie.<br /><br />Of course, the real measure of the movie was its entertainment value. Arquette was excellent as a young woman whose sister took her to a distant, unfamiliar place to shake her out of her depression over the violent deaths of her husband and son. She is convincingly detached and depressed. Her grieving condition gives her a clear reason for her distracted wanderings into the thick of a dangerous situation she does not understand, something she'd otherwise be much too intelligent to stumble into.<br /><br />Once the dangers become so obvious that she can see through them even through the cloud of grief, she's trapped, with no easy escape. That sets her on a path of adventure where she needs her intelligence to survive. The writers deserve much credit for making her intelligent and resourceful enough to deal with numerous dangerous situations, while still finding a plausible reason for her to be foolish enough to get into trouble in the first place. The directing is strong also, keeping up the tension throughout the race to escape the forces of the dictatorship.<br /><br />This movie had additional impact on me and my wife because of other events of the same time period. We were preparing for a trip to India, and heard news reports of Western tourists who had been taken hostage by a terrorist group in India. Avoiding isolated terrorists in a peaceful democratic country is quite a different matter from escaping an oppressive dictatorship. But the movie and the news shared the element of avoiding danger in an unfamiliar country. That common characteristic gave the movie meaning beyond the strength of its own skillful storytelling. The movie illustrates the international tourist's worst nightmare.",1
"More TV movies ought to be made like this one. I saw it way back in '93 when it was first on TV. Helen Hunt and Steven Weber were both terrific, giving very gritty and realistic performances. Weber was especially good, turning in an exceptionally creepy and understated performance as the child molester/killer. This film really increased my respect for Hunt as an actress. The director also directed ""Hoosiers,"" which was somehow both formulaic and exciting. But the direction in both of these works has the same stark, simple realism that is so appealing. If you like TV movies that aren't predictable and filled with overacting, see it if you can. The side story about Hunt and Fahey's affair is also appealing without detracting from the main story.",1
"I watched this movie on HBO and I had a good time.<br /><br />The director has done a great work. I found myself totally absorbed into this movie once it started. Norman Reedus's performance is cool. I expect more chilling movies from him.<br /><br />I was so absorbed that on occasions I wanted to grab gun from Norman and shoot that snake girl. Hehe. I like the movies when innocent looking girls play tricks with men really cunningly. The ending was what I wanted :)) <br /><br />This movie is filled with twists of moments. You expect this but something else happens. <br /><br />In the beginning, those massive images cut scenes were really painful to eyes.<br /><br />Although it was not shown when Norman Reedus changed currency notes? Or is it me standing by fridge. :)",1
"What ""Noise"" fails to do is get us to understand its character. Tim Robbins plays an obsessive New Yorker who can't deal with the obtrusive noises of the city any longer, particularly car alarms. It's an odd idea for a film, which has about as much creative credibility as ""Death Wish."" It is clever at points; particularly a scene in which our hero is trying to read through Hagel, ""I'm too stupid to be understanding this."" He reads and rereads a paragraph in confusion, we read it and don't get it either.Just then a car alarm goes off. Throughout the movie is constant interference of alarms and city noises. Though, all in all it does little to help us understand our hero, who allows this all to ruin his marriage and gets distracted with side plots instead of digging deeper-into his persona. <br /><br />The film-making itself is too oblivious to notice its own sound problems, shoddy editing, and visible boom mikes. No, ""Noise"" isn't all-bad. William Hurt is at least colorful. At least the ending doesn't fall flat. Overall it drives home a logistical point, one you haven't probably thought of. At least I hadn't. Though all in all, ninety minutes long, it couldn't have ended sooner. The story dragged on and seemed to be lost as soon as it started.<br /><br />This is another one of those movies that you might see at a film festival, but probably won't get picked up for distribution. Check it out on DVD if you're really partial to someone involved in the project. Otherwise skip it.",0
"Sometimes when I hear an A-list cast will be bunched up together for 2 hours in a movie I hope, and pray that it is good, not for the sake of my 10 bucks or 2 hours, but for the sake of these actors' careers. In the case of ""Be Cool"", everything went to waste.<br /><br />In the beginning of the film John Travolta (aka Chili Palmer) and a music executive played by James Woods are driving in a car talking about movie sequels, and how most aren't good. If you look passed the fact that this scene was shot the same way Quentin Tarrantino filmed his car scene in ""Pulp Fiction"", and listen to the dialogue you can't help but ponder whether this is 1) a disclaimer to the audience that this movie is going to suck, or 2) an attempt to get the audience laughing at the sheer humor of 2 people talking about sequels in a sequel. Oh the irony! (In case you were wondering, choice 1 is correct.) The cool and slick Chili Palmer from the first and good film ""Get Shorty"" is revived to play a mobster gone music business pro. He steals a young hot singer (Christina Milian) from her ghetto pimped out Jewish manager (Vince Vaughn), and turns her into a singing sensation. Of course a movie about an ex-mobster can never be complete without new mobsters causing havoc. This time around the mobsters of choice are Russian, played by American actors who cannot act Russian if my entire family hit them upside the head with their Russian bare hands.<br /><br />As a Russian I wasn't so much offended by the way this film portrayed Russians, but instead as a writer I was more offended by the horrible dialogue. This film tried too hard to get the audience to laugh. It turned potentially good lines into a redundancy. The Russian, black, and gay jokes were the same ones only reworded a couple of hundred times. After calling The Rock's character a f***** (he plays a gay bodyguard to Vince Vaughn), and Cedric the Entertainerer's character a n***** (he played a black rapper with an entourage who threaten those who don't play his tracks with guns) I wanted to walk out of the movie theater, because it was painful to sit through. If this was ""Get Shorty"" none of this would've even needed to be in the film to build up drama, or a really bad laugh.<br /><br />What lacked in this film that didn't in ""Get Shorty"" was Chili's hot spicey attitude. He's a completely different person in this sequel. For one thing the old Chili would've had more dialogue. John Travolta doesn't have more than 20 speaking lines in ""Be Cool"", because he is out staged by the repetitive lines, and the hundred and two cameo appearances by the most random celebrities. I won't ruin the shock by revealing all of the cameos for those who actually plan to see this movie (PLEASE DON'T!!!), but I will say that it will forever amaze me that these people agreed to be in a film of such inanity.<br /><br />What was even more stupid was the very lame dance sequence with Travolta and Uma Thurman (she plays the widower of James Woods who LUCKILY gets killed in the first 10 minutes of the movie). Tarrantino never made Pulp Fiction for an idiot like the director of ""Be Cool"" to mess around with. This dance number was boring, long, and just plain throbbing. The Black Eyed Peas playing in the club with a total of 10 people didn't make the scene any memorable.<br /><br />There were so many plot holes that I left the theater asking myself WHY?! Everything about this film was a big question mark. I just didn't understand the point to anything. I couldn't even explain to you why the Russians were after everyone, or why this film was ever made, because I'm baffled. All I took out of this movie was that everyone in L.A. has a sidekick, and the only way this movie was probably funded was through all of the advertisements by Diet Coke, Yahoo!, Honda Insight Hybrid, T-Mobile, Trimspa (even the spokeswoman herself is in the movie) and the Bad Screenwriters Guild. Plot holes, stupid dialogue, too many random cameos, horrible acting (even by the pros), and a not-so-entertaining attempt to mimic ""Pulp Fiction"" makes this film the worst movie of 2005, and it's only the third month of the year.",0
"That's how I was when I walked (staggered) out of this ""film"". I couldn't leave, because it was at a film festival and the cinema was full of people. I was stuck in the middle. Trapped.<br /><br />The tiny fragment of original footage which attempted to bind this film together features some of the worst acting ever to grace the big screen. The daughter was a stand out performance - stand out in the bad sense.<br /><br />Thge cinematography was hideous, consisting of disjointed framing and some of the oddest lighting I've witnessed.<br /><br />As for the stock footage... well at first one...<br /><br />Wait.<br /><br />Why am I reviewing this film? Why do I acknowledge its existence? Please, don't watch it. Do something useful with two hours of your life and go watch some paint dry.",0
"I found myself watching Sex Lives Of The Potato men with a furrowed brow, puzzled why so many talented and witty comedians decided to be involved in a film so totally devoid of humour.<br /><br />Poo and wanking jokes are funny when you're eleven. Eighteen plus and you begin to lose friends around the water cooler.<br /><br />Maybe some enjoyment could be had from this movie if you're the kind of person who frequently plays practical jokes involving dog mess, brown bags and matches, or maybe partake in 'man' competitions on nights-out by imbibing companions' vomit/urine etc when you're not back at your parent's basement punching your teenage wife.<br /><br />Even then ""Sex Lives..."" it's hard to recommend. Perhaps if you're really weirdly into masochistic cranial surgery and spend your evenings happy slapping the elderly or watching toilets flush, you might think a close-up of a bogie is worthy of cinematic distribution.<br /><br />I'd discuss characterisation, narrative or performances had I not zoned completely out following the lengthy tuna-paste/vagina comparison.",0
"The surprise nominee of this year's Best Animated Feature race at the Oscars. It's an Irish film by heart, but it was co-produced by Belgium and Brazil, with, I'm guessing, animators working in all three countries. The product is one of the most beautiful and unique films in recent memory. The character design is a little reminiscent of the French animated film Persepolis from a couple of years back, with very simple characters with thick, black outlines. This film is not in black and white. Oh no. What makes this film great is its use of color, simply some of the most outrageous and startling use of colors I've ever seen. The general design of the pictures is also a lot more geometrical, with characters who are basically rectangles or ovals. Much of the film can be spent playing find the circle - a major aspect of the visual design is a circle in the center of the image. All of these geometrical designs have a purpose - the story is about a young boy who is learning to be an artist working on illuminated manuscripts (the Book of Kells is a real illuminated Bible; the art of the film is based on the drawings in it). The story of the film isn't especially deep, but it's a pretty good fantasy tale. Brendan is a young boy in Kells, a city surrounded by enormous walls, built by his uncle to keep out Vikings. A newcomer to Kells, Brother Aiden, inspires Brendan to take up illustrating. He also inspires him to do things like leave Kells and explore the nearby forest, within which lives a nymph. Bruno Coulais provides a fantastic score, almost as good as the one he did for Coraline, which I consider the very best of the year.",1
"Ich will danke Herr Hacke für den Filme. Mein Deutsch ist nicht gut. Enschuldigen Sie.<br /><br />First of all, i didn't know how diverse the sound of Istanbul, inspite i live in Turkey.Faith Akin and Alexander Hacke have made a different approach for Turkish music.Narrating, performing, seeing Istanbul and Istanbul Music from a foreigner aspect had given the real meaning of the music itself.<br /><br />In this movie I had found out how different our(Turkish) culture is, how interesting our performers are, and how much respect they deserve. Unfortunately no one have been able to serve this kind of documentary before.",1
"This movie is a riot. I cannot remember the last time I had such a great time at the movies. I've seen a few good comedies in my time and usually they are pretty funny. But this one is wall to wall great lines. I think Best in Show is the last movie that I laughed so hard and so much in. The movie was non-stop until the end when they did the 5 minutes of sentimental plot clean up. Other than that it's a constant barrage of one liners and goofy situations. I'd like to see it again before it leaves the theater because this is like the Zucker movies where you don't get all the jokes the first time around. You have to see it two or three times to get it all in.<br /><br />As far as the actual film goes, it could have used a better edit, it's choppy at times but we have to be forgiving for that. All the characters are great. It's not like an Adam Sandler movie where he tries to be funny and everyone else suffers around him and is the butt of the joke. I think I will remember all the main characters for years to come because they are all so likable. No victims in this movie. Also, thank God they got a 45 year old actress to play his girlfriend. Catherine Keener plays her and she is a sweetheart in this film. You just wish that women like her really existed. She's not a ""10"" like some of the other leading ladies but somehow her smile is warmer than Julia Roberts overdone overbite.<br /><br />If you see the trailer for this film you may not think too highly of it. I assure you, the trailer does not do it justice. They do not give away all the good jokes. Just some of the mediocre ones.<br /><br />Oh and one more thing. I hope critics put this on their top ten list. Many of them complain that comedies don't get the recognition they deserve and then at the end of the year they don't put it on their list. This means you Ebert!!!",1
"""Sir"" John Gielgud must have become senile to star in a mess of a movie like this one.;<br /><br />This is one of those films, I suppose, that is considered ""art,"" but don't be fooled.....it's garbage. Stick to the ""art"" you can admire in a frame because the films that are labeled as such are usually unintelligible forgeries like this.<br /><br />In this masterpiece, Giegud recites Shakespeare's ""The Tempest"" while the camera pans away to nude people. one of them a little kid urinating in a swimming pool. Wow, this is heady stuff and real ""art,"" ain't it?? That's just one example. Most of the story makes no sense, is impossible to follow and, hence, is one that Liberal critics are afraid to say they didn't ""understand"" so they give it high marks to save their phony egos. You want Shakespeare? Read his books.",0
"First off, this is not supposed to be a brilliant and thought provoking film like so many other reviewers seem to compare it to. the first review says something along the lines of anyone who likes this knows nothing about horror cinema, apparently its the other way around. If one were to look back after the film it really wasn't meant to be convincing, it was a low budget ipecac. But really thats all it was aiming for, it was meant to blow viewers away with sheer shock value (and all the flaws it its visuals were much less noticeable back in the original VHS versions). <br /><br />I gave this one a high score because it reached its goal and even though it was not downright horrific (in non-shock sense) it did make me slightly sick and thoroughly paranoid/pessimistic(i didn't trust anyone for about a week because i didn't want to wake up strung up and tortured)",1
"The story behind this movie is very interesting, and in general the plot is not so bad... but the details: writing, directing, continuity, pacing, action sequences, stunts, and use of CG all cheapen and spoil the film.<br /><br />First off, action sequences. They are all quite unexciting. Most consist of someone standing up and getting shot, making no attempt to run, fight, dodge, or whatever, even though they have all the time in the world. The sequences just seem bland for something made in 2004.<br /><br />The CG features very nicely rendered and animated effects, but they come off looking cheap because of how they are used.<br /><br />Pacing: everything happens too quickly. For example, ""Elle"" is trained to fight in a couple of hours, and from the start can do back-flips, etc. Why is she so acrobatic? None of this is explained in the movie. As Lilith, she wouldn't have needed to be able to do back flips - maybe she couldn't, since she had wings.<br /><br />Also, we have sequences like a woman getting run over by a car, and getting up and just wandering off into a deserted room with a sink and mirror, and then stabbing herself in the throat, all for no apparent reason, and without any of the spectators really caring that she just got hit by a car (and then felt the secondary effects of another, exploding car)... ""Are you okay?"" asks the driver ""yes, I'm fine"" she says, bloodied and disheveled.<br /><br />I watched it all, though, because the introduction promised me that it would be interesting... but in the end, the poor execution made me wish for anything else: Blade, Vampire Hunter D, even that movie with vampires where Jackie Chan was comic relief, because they managed to suspend my disbelief, but this just made me want to shake the director awake, and give the writer a good talking to.",0
"I awarded this presentation 4 stars. They are all for the script, which has been butchered beyond recognition in places. What can possibly be said? They took one of the finest plays written in the last century and methodically robbed it of its heart, humor and humanity. I don't really blame the actors, who are probably doing their best with shoddy direction and incomplete characters (because the very complete characters of the stage version have had their insides -- and insights -- ripped out). I do very much blame the director, who seems to strain to find ways to undermine the script. There are so many awkward pauses, awkwardly re-staged moments and awkwardly re-imagined line readings in this TV movie that at times, I forgot ever loving the play. I'm not one of these people who thinks that genius plays are automatically inferior on film (quite the contrary), but this particular genius play has been tremendously under-served by this outing. Now I hope they'll make a *real* film of this play. The world deserves it.",0
"i expected it to be good, after i'd seen some other ozon's superb moments, and read much about it... but this movie is brilliant - clever, very bright (emotionally and visionally), perfect in all moments. every movement is there for a reason, everything fits so closely and primordially true and honest. this is the movie about the beauty and innocence; about it's simplicity.",1
"I was enticed into watching Shark Hunter by the comments posted on IMDB. The movie was bad but the shark was cool blah blah blah. So I rented it. Bad idea. This movie was bad on so many levels that I'm glad that I had the option to fast forward. The shark itself is ok. It's appearance is decent and it is the only thing saving this movie from getting a 1, (I gave it a 2). The acting is incredibly bad and the dialogue is just as deplorable. I wasn't expecting much but I was continually surprised by this suckfest. Antonio Sabato Jr. is some kind of biologist or scientist or something, I wasn't really paying attention. He goes down with the expendable crew of this submarine to find out what happened to this underwater station that the shark took out of course. By the way, all the scenes that show someone working underwater are not underwater. First of all, if they are just going down to find out what happened to this station, what's with all the huge tranquilizer darts and the harpoons and stuff. Are these things that you normally carry with you when investigating a accident. The shark theory was advanced by Antonio while on the way so it not like they went in knowing what they were up against. Antonio and this young college student, horrible actress by the way, just jump to the controls of the sub when the sub is in trouble. What is with that? Unless everyone is getting some kind of sub training before leaving high school I find this a little silly. The director seems to think that if crew members are working in the background then it is a good idea to put someone welding in the background. Metal crafting is very important when your on a sub I guess. Anyway I could go on but I've said too much already. Bottom Line: Go to your local video store, rent this video and then destroy it. Then send email asking IMDB to remove all record of this movie from their site. All memory and evidence of this movie must be destroyed. We can do it if we work together.",0
"This film is great. As often heard, it is indeed very realistic and sometimes brutal, but unlike some other people I am clearly not of the opinion that it is depressing, negativistic or dismantling Austria as a proto-fascist society. Quite the contrary: While there are indeed some very heavy scenes in HUNDSTAGE and some characters are to be called very bad persons, at the same time you watch love, beauty and humor in Ulrich Seidls film. And that's exactly what distinguishes HUNDSTAGE for me from other films that try to show the lives of the 'ordinary people' in an intense, realistic way; their hustle, their wishes, their dark sides: Seidl clearly never tries to prove, that the lives of the working-class people are trash! In my opinion, viewers who come to this conclusion seem to be very afraid of admitting, that nearly nobody's live is as 'clean' and 'normal' as we would like other people to believe. And that every live has its dark and often depressing sides. The most beautiful scene: The old Viennese man, watching his old girl dancing 'the oriental way', as he is calling it. I think everybody who finds this scene ugly lacks a sense of beauty and should ask themselves what it is, that's proto-fascist: The characters in HUNDSTAGE or viewers, who are turned off by the body of a 70+ year old woman, dancing with all her charms for her lover.",1
"I don't think I could have enjoyed it more, though certain things were disturbing. I'm not going to say what, if you haven't seen it...you'll have to find out for yourself. At any rate, what movie can lack with Robert Downey Jr.'s puppy-dog eyes? All-in-all, the plot was developed sufficiently. Nothing seemed too rushed, as movies like this tend to be. The characters were like-able, and there were plenty of hilarious scenes in it. The idea over-all is that the story is very well tied together, even if certain aspects may be unsatisfactory...by matter of opinion. But like I said before, it's hard not to love any movie with Robert Downey Jr.",1
"""Knute Rockne All American"", the biopic about the famous Notre Dame beloved coach Knute Rockne, is an excellent sports film to watch. Not ever having seen it, we were surprised by the technique used in the movie by director Lloyd Bacon, who shows he was ahead of his times in photographing football games. The result is a vibrant picture about the man responsible for the legacy of the collegian sport, Knute Rockne.<br /><br />The film presents Rockne from his humble origins in Chicago to his studies in famed Notre Dame University in South Bend, Indiana. He was an ambitious man who had a vision about how the game should be played. Luckily, he went to give his beloved Notre Dame the glory he was after.<br /><br />Pat O'Brien looks a bit older when he starts as a freshman. In fact, he doesn't change much throughout the film, but he is fine as Mr. Rockne. Pat O'Brien shows he could inspire the players under him by just being a father figure. Gale Page plays Bonnie Rockne, the wise woman who understood her husband's call in life. Ronald Reagan plays George ""The Gipper"" Gipp, who was a legend that died much too young, but who left a legacy behind. Donald Crisp makes a good contribution as Father John Callahan who was Rockne's mentor at the university.<br /><br />This film will delight not only sports because of LLoyd Bacon's direction and the fast pace he gives to the movie.",1
"Don't pay any attention to the rave reviews of this film here. It is the worst Van Damme film and one of the worst of any sort I have ever seen. It would appeal to somebody with no depth whatever who requires nothing more than gunfire and explosions to be entertained.<br /><br />Seeing that this is directed by Peter Hyams it has made me realise that Peter has no talent as a director, but is very good at filming explosions and the like. However, movies need other elements as well; for example, a story. This one didn't have one. This might explain the awfulness of some of Mr. Hyams' more recent films, hardly any better than this one, really.<br /><br />One can't help wondering how some people ever were put behind a camera.",0
"Ok, first I have to point the fact that when I first saw this flick I was 9 years old. If I had seen this one two weeks ago for the first time, I´d probably have noted that this is just another cheaply-made-cable-TV horror film with some well-made scenes. But when you´re nine you just don´t care about those facts. This scared the hell out of me back then, especially those aforementioned Zelda- scenes (and they still do). Nowadays I´m kind of hooked to this film. I have to see this maybe once in a month, and on every new year´s eve I watch this with a 12-pack of beer & bunch of friends. It´s like an appetizer for a good party! I kinda agree to those people who said that the acting here is pretty unintense. Midkiff and Crosby do look like I wanted Louis and Rachel look like, but one can´t see very much devotion or feelings on the faces of these two. Hughes and Gwynne pretty much save the scenes which ""the Creeds"" underact. What I actually want to say about this is the fact that there really is no other film that has any kind of similarity to Pet Sematary, and I don´t mean the zombie stuff here. THE ATMOSPHERE OF THIS FILM IS CERTAINLY A NOVELTY AND ONE OF A KIND. Honestly, how many times you have seen a film which on superficial level looks like a cable-TV one, but leave you with a chill compared to only the best horror-chillers out there? Alright I busted some of the cast´s balls a minute ago, but I have to say that all pieces in that level too hone the overall acting to perfection. But hey tell me if you really know some film which is similar to Pet Sematary! I really would love to know...And I don´t mean night of the living dead here...this one is way beyond compare in intelligence compared to that stuff.",1
American Movie is a wonderful documentary. It follows the trials and tribulations of a very determined independent filmmaker as he struggles to finish his first film.<br /><br />The raw footage and insightful content of this film is an excellent example of how documentaries should be produced. I also feel that the film can very inspirational to those of us that want to be filmmakers ourselves.,1
"This was my second experience of the Monkey Island series, the full seven years after I had been shown the first game. What was my response? ""Oh, great, we're playing a cartoon."" I'm glad my brother shut me up then and played on, because the jokes caught my attention once again, as well as Armato's wonderful voice-acting of Guybrush - not to mention everyone else done well (I still think CMI's Elaine sounds better than EMI's). The cutscenes do well to illustrate something happening, and the art of both the game and cutscenes are excellent. When we found the CD with the originals, Secret and LeChuck's Revenge, we were both ecstatic and spent hours working through Revenge - one such moment was where we just sat down and blew half a day on it. However, CMI has to be the Monkey Island game I've played the most, especially for the return of swordfighting and combat on the high seas. That moment when you encounter Kenny and he tells you he's gone straight and then, ""I'm running guns!"" had both my brother and I in tears from laughter. And that's not the best part of the game, not by far.",1
